AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,priority_score
Dog,Rottweiler,10.7,33.6,Vaccinated,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness,9
Dog,Boxer,7.9,25.4,Parasite history,Pain,Weakness,listlessness,Diarrhea,Diarrhea,7
Dog,Bulldog,11.7,22.1,Not vaccinated,Bloody droping,Fever,Abdominal discomfort,Lethargy,Diarrhea,9
Dog,Rottweiler,13.5,44.6,Skin conditions history,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,9
Dog,Boxer,5.5,21.9,Chronic illness,Weakness,Anorexia,Fever,Diarrhea,Fever,7
Dog,Golden Retriever,7.7,25.8,Parasite history,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,8
Dog,Boxer,2.5,26.3,Recent surgery,decreased stool production,distended stomach,restless movement,heavy breathing,weakness,10
Dog,Golden Retriever,3.7,35.9,No previous conditions,Weight loss,Loss of pigment,Pain,Coughing,Anorexia,6
Dog,Bulldog,8.7,20.7,Dental issues,Aggressiveness,Vomiting,Lethargy,Lethargy,Diarrhea,7
Dog,German Shepherd,1.6,28.6,Not vaccinated,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,10
Dog,Labrador Retriever,5.9,39.7,Previous kidney disease,Greenish-yellow nasal discharge,Lack of pigmentation,Vomiting,Lethargy,Pain on face,8
Dog,German Shepherd,6.4,33.1,Chronic illness,Fever,Gastritis,Sneezing,Weight loss,Weight loss,5
Dog,Rottweiler,6.6,36.8,Parasite history,Fever,Nose picking,Weight loss,Coughing,Anorexia,6
Dog,Bulldog,3.1,16.9,Allergies,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,0
Dog,Poodle,9.3,6.0,Dental issues,Sneezing,Weight loss,Muscular Spasms,Weakness,Vomiting,8
Dog,Bulldog,11.0,16.2,Previous heart condition,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,10
Dog,Rottweiler,5.5,41.3,Allergies,Weight loss,Sneezing,Sneezing,Weight loss,Fever,5
Dog,Poodle,1.8,6.0,No previous conditions,Vomiting,Lepatomegaly,Shaking oh head,Splenomegaly,Swollen,7
Dog,Labrador Retriever,7.0,23.0,Previous heart condition,weakness,Blindness,Tear produce,Aversion to light,Bluish white opacity,9
Dog,Bulldog,1.1,25.8,Not vaccinated,Sneezing,Weight loss,Pnemonia,Pain,Weakness,8
Dog,Labrador Retriever,7.9,28.5,No previous conditions,Anorexia,Sneezing,Weightloss,Pain,Fever,6
Dog,Labrador Retriever,10.3,35.2,Previous kidney disease,Diarrhea,Sneezing,Sneezing,Pain,Weakness,8
Dog,Rottweiler,8.9,33.2,Vaccinated,Coughing,Vomiting,Vomiting,Weight loss,Sneezing,6
Dog,Bulldog,8.0,24.1,Not vaccinated,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,7
Dog,Poodle,3.3,4.6,Previous heart condition,Diarrhea,Pain,Coughing,Lethargy,Coughing,8
Dog,Poodle,8.3,6.0,Previous kidney disease,Sneezing,Fever,Sneezing,Anorexia,Sneezing,7
Dog,Poodle,9.5,3.5,Parasite history,Upset stomach,Coughing,Anaemia,Diarrhea,Weight loss,8
Dog,Yorkshire Terrier,9.9,8.0,No previous conditions,Anorexia,Fever,Fever,Coughing,Weakness,7
Dog,Boxer,10.1,24.0,No previous conditions,Weakness,Vomiting,Lethargy,Weight loss,Anorexia,8
Dog,Rottweiler,6.7,45.0,Chronic illness,Fever,Weight loss,Anorexia,Sneezing,Pain,6
Dog,Mixed Breed,4.6,12.9,Allergies,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness,8
Dog,Boxer,10.8,26.6,Parasite history,Weakness,Anorexia,Weight loss,Coughing,Pox lesion,7
Dog,Golden Retriever,4.9,39.6,Vaccinated,White mark on the muscle,Loss of vitamin E,Stiffness,Weakness,Trembling,7
Dog,Bulldog,1.3,28.0,No previous conditions,Coughing,Pain,Pain,Pustulses,Pain,7
Dog,German Shepherd,5.2,40.2,Not vaccinated,Red skin,Loss of appetite,Moist,Lameness,Pains,6
Dog,Rottweiler,4.6,35.5,Recent surgery,Pain,Hydrophobia,Anorexia,Bad breath,Relunctance to walk,10
Dog,Mixed Breed,2.0,4.8,Dental issues,Asymptomatic,Epistaxis,Diarrhea,Death,Hemopytsis,0
Dog,Yorkshire Terrier,5.0,6.8,Parasite history,Vomiting,Coughing,Weight loss,Pain,Weakness,7
Dog,Yorkshire Terrier,7.3,9.1,Skin conditions history,Obstructed Lungs,Enlarged Thymus,Skin rashes,Weight loss,Lethargy,10
Dog,Bulldog,3.4,24.8,Chronic illness,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,10
Dog,Bulldog,1.3,27.2,No previous conditions,Pain,Pain,Fever,Coughing,Lethargy,7
Dog,Bulldog,2.5,19.9,Previous kidney disease,Fever,Diarrhea,Coughing,Lethargy,Blue Eye,8
Dog,Rottweiler,5.6,27.6,Skin conditions history,paresis,Diarrhea,Stomach cramps,paralysis,Weakness,10
Dog,Boxer,13.5,15.8,Skin conditions history,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,8
Dog,Yorkshire Terrier,5.5,8.5,Dental issues,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,0
Dog,Beagle,12.6,26.1,Dental issues,Pain,Coughing,Vomiting,Pain,Lethargy,8
Dog,German Shepherd,14.7,34.4,Vaccinated,Nuerological,Anorexia,Weight loss,Sneezing,Weakness,9
Dog,Bulldog,2.4,30.0,Previous heart condition,Sneezing,Loss of activity,Lethargy,Lethargy,Fever,7
Dog,Boxer,9.6,19.1,No previous conditions,Listless,Difficulty in walking,Grinding of teeth,Blindness,Ataxia,10
Dog,Bulldog,14.7,21.6,Previous kidney disease,Weakness,Achomotrica,Diarrhea,Weight loss,Watery faeces,8
Dog,Poodle,5.2,7.8,Previous heart condition,Vomiting,Loss of appetite,Fluffed Feather,Coughing,Snoring,8
Dog,German Shepherd,7.4,30.1,Dental issues,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,9
Dog,Yorkshire Terrier,7.8,4.7,Skin conditions history,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,10
Dog,Mixed Breed,12.1,18.4,Recent surgery,Lethargy,Vomiting,Fever,Diarrhea,Weakness,9
Dog,Boxer,0.5,30.0,No previous conditions,Pain,Weight loss,Vomiting,Lethargy,Weakness,8
Dog,German Shepherd,8.7,27.4,Allergies,Sneezing,Pain,Pain,Weight loss,Anorexia,8
Dog,Labrador Retriever,8.9,25.6,Chronic illness,Sneezing,Coughing,Weakness,Coughing,Diarrhea,7
Dog,Labrador Retriever,15.6,29.0,Dental issues,Back Pain,Lethargy,Difficulty walking,Vaginal Discharge,Swollen lymph nodes,10
Dog,Mixed Breed,3.2,21.1,Previous heart condition,Fever,Sneezing,Sneezing,Weight loss,Anorexia,7
Dog,Golden Retriever,5.0,45.0,Vaccinated,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,7
Dog,Labrador Retriever,12.6,30.8,Skin conditions history,Lethargy,Lameness,Pain,Anorexia,Weight loss,8
Dog,Poodle,14.8,8.1,Chronic illness,Fever,Loss of  appetite,Coughing,Lethargy,Joint Pain,8
Dog,Beagle,2.7,29.9,Recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression,8
Dog,Mixed Breed,15.0,35.4,Parasite history,Weight loss,Pain,Anorexia,Cramps,Weakness,9
Dog,Bulldog,5.2,22.2,No previous conditions,Pain,Vomiting,Diarrhea,Kick,Sneezing,6
Dog,Boxer,1.8,27.9,Previous heart condition,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling,10
Dog,Yorkshire Terrier,7.7,3.8,No previous conditions,White mark on the muscle,Loss of vitamin E,Stiffness,Weakness,Trembling,7
Dog,Boxer,14.5,30.0,Allergies,Dry Scabs,Diarrhea,Weakness,Vomiting,Pain,8
Dog,Poodle,1.8,8.2,Chronic illness,Foul Smelling,Dirty,Dullness,Tail shaking,Stained Wool,4
Dog,Bulldog,15.0,22.6,Allergies,Anorexia,Anorexia,Pain,Pain,Lethargy,9
Dog,Poodle,8.1,10.3,Dental issues,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,7
Dog,Poodle,3.8,8.8,Not vaccinated,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Rottweiler,5.3,23.8,Skin conditions history,paresis,paralysis,Weakness,Stomach cramps,Diarrhea,10
Dog,Rottweiler,11.4,36.1,Previous heart condition,Fever,Fever,Lethargy,Weakness,Mucous discharge,8
Dog,Labrador Retriever,0.7,39.7,No previous conditions,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,6
Dog,Yorkshire Terrier,10.2,6.4,Parasite history,Fever,Dyspnea,Coughing,Lethargy,Weightloss,10
Dog,Rottweiler,13.9,45.0,No previous conditions,Nasal Discharge,Lethargy,Loss of appetite,Blindness,Swelling,10
Dog,Labrador Retriever,2.8,39.0,Recent surgery,Diarrhea,Fever,Lethargy,Diarrhea,Profuse,8
Dog,Golden Retriever,7.7,33.7,Previous heart condition,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Yorkshire Terrier,7.8,5.3,Vaccinated,Inability of Swalllon Feeding,Anorexia,Pain,Coughing,Diarrhea,10
Dog,Yorkshire Terrier,13.2,5.4,Vaccinated,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,7
Dog,Yorkshire Terrier,3.2,8.3,Skin conditions history,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Mixed Breed,12.4,20.5,Dental issues,Death,Fetopelvic dispropotion,Pains,Uteria inertia,Malpresentation,10
Dog,German Shepherd,6.7,30.9,Allergies,Terminal convulsion,Fever,Sneezing,Muscles ache,Fever,10
Dog,Rottweiler,5.7,27.1,Allergies,Death,Uteria inertia,Malpresentation,Pains,Fetopelvic dispropotion,10
Dog,Labrador Retriever,6.2,37.2,Allergies,Greenish-yellow nasal discharge,Lack of pigmentation,Vomiting,Lethargy,Pain on face,7
Dog,Beagle,4.0,26.7,Skin conditions history,Coughing,Lethargy,Fever,Coughing,Lethargy,7
Dog,Poodle,2.0,7.3,Previous heart condition,Diarrhea,Odor to Ear,Lethargy,Lethargy,Coughing,8
Dog,Poodle,8.2,6.7,Vaccinated,Fever,Death,Coughing,Dyspnea,Anorexia,10
Dog,Yorkshire Terrier,9.6,6.6,Not vaccinated,Anorexia,Swelling of face or leg,Weight loss,Vomiting,Vomiting,8
Dog,Beagle,11.2,22.5,No previous conditions,Pain,Anorexia,Diarrhea,Weight loss,Lethargy,8
Dog,Rottweiler,7.1,35.5,Skin conditions history,Fever,Chronic eye inflamation,Coughing,Lethargy,Neurologic abnormalities,10
Dog,Boxer,9.5,17.1,Not vaccinated,Pain,Anorexia,Pain,Anorexia,Urine retention,10
Dog,Yorkshire Terrier,2.7,10.0,No previous conditions,Weakness,Weakness,Weight loss,Torticollis,Sneezing,9
Dog,Yorkshire Terrier,7.3,5.6,Recent surgery,Dullness,Sneezing,Pain,Anorexia,Lethargy,8
Dog,Labrador Retriever,0.8,41.9,Recent surgery,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,7
Dog,Golden Retriever,1.2,38.4,Recent surgery,Coughing,Fever,Fever,Blooody Fluid,Neurologic abnormalities,10
Dog,German Shepherd,5.8,25.0,Previous kidney disease,Anorexia,Coughing,Weight loss,Anorexia,Fever,7
Dog,Beagle,4.4,30.0,Vaccinated,Coughing,Diarrhea,Pain,Anorexia,Swelling,8
Dog,Bulldog,4.6,24.1,Skin conditions history,Vomiting,Weakness,Weight loss,Pain,Lethargy,8
Dog,Golden Retriever,1.9,25.0,Chronic illness,Flaky,Hair loss,Fever,Anorexia,Weight loss,6
Dog,Bulldog,0.5,29.5,Chronic illness,Weight loss,Despression,Weakness,Vomiting,Diarrhea,8
Dog,Beagle,4.7,22.6,Parasite history,Vomiting,Coughing,Coughing,Vomiting,Fever,7
Dog,Rottweiler,4.8,27.6,Chronic illness,Lethargy,Weight loss,Abdominal pain,Fever,Fever,9
Dog,Labrador Retriever,10.6,36.0,Allergies,Weight loss,Head tilt,Diarrhea,Anorexia,Anorexia,9
Dog,Rottweiler,13.2,41.1,Chronic illness,Anorexia,Weakness,experiencing changes in weight,Coughing,Pain,8
Dog,Mixed Breed,4.3,28.5,Allergies,Air sacculitis,Enteritis,Coughing,Weight loss,Halitosis,0
Dog,Mixed Breed,6.5,18.8,Not vaccinated,Loss of wool,Mammary glads,Anorexia,Anorexia,Lethargy,0
Dog,Beagle,9.2,29.0,Skin conditions history,Stripped remiges,Less Feather growth,Ruffled feathers,Defienciency in vitamin,Diarrhea,0
Dog,Yorkshire Terrier,5.2,8.8,Chronic illness,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,0
Dog,Beagle,5.5,23.7,Previous heart condition,Coughing,Diarrhea,Anorexia,Lethargy,Straining,8
Dog,Labrador Retriever,4.9,45.0,Allergies,Diarrhea,Vomiting,Sneezing,Lethargy,Sneezing,6
Dog,Yorkshire Terrier,0.5,6.6,Previous heart condition,Weakness,Vomiting,Anorexia,Lethargy,Fever,9
Dog,Bulldog,6.8,24.2,No previous conditions,Excession Salivation,Anorexia,Watering of eyes,Weakness,Weakness,7
Dog,Mixed Breed,2.3,5.8,Dental issues,Death,Hemopytsis,Epistaxis,Asymptomatic,Diarrhea,0
Dog,Rottweiler,14.0,36.5,No previous conditions,Sinuses,Weakness,Anorexia,Weight loss,Sneezing,7
Dog,Beagle,11.3,18.7,Previous kidney disease,loss of alertness,Weight loss,Coughing,Vomiting,Vomiting,9
Dog,Bulldog,4.1,21.3,Skin conditions history,Lying down,Nosebleed ,Lethargy,Fever,Lethargy,8
Dog,Mixed Breed,3.0,5.0,Vaccinated,Diarrhea,Pain,Weakness,Tear production,Pain,8
Dog,Beagle,16.5,30.6,Allergies,Lameness,Pains,change their normal behaviour,stop drinking,stop eating,10
Dog,Mixed Breed,4.1,32.4,Skin conditions history,Fever,Diarrhea,Swelling,Weight loss,Pain,8
Dog,Beagle,5.4,21.1,Recent surgery,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling,0
Dog,Poodle,6.0,7.4,Previous kidney disease,Lesions on ear,Horny growth,Red on affected area,Red skin,Wart-like growth,3
Dog,Rottweiler,6.0,34.8,No previous conditions,Fever,Lethargy,Lethargy,Sneezing,Diarrhea,7
Dog,Yorkshire Terrier,14.6,10.0,No previous conditions,gasping for breath,Weakness,Watering Diarrhea,Diarrhea,Sneezing,10
Dog,Poodle,1.9,7.4,Chronic illness,Foul Smelling,Dirty,Tail shaking,Dullness,Stained Wool,0
Dog,Golden Retriever,3.8,32.9,Dental issues,Coughing,Vitamin and minerals defiency,Weakness,Coughing,Weight loss,6
Dog,German Shepherd,6.5,32.6,Vaccinated,Vomiting,Diarrhea,Dehydration,Weight loss,Poor coat apperence,8
Dog,Golden Retriever,8.2,45.0,Dental issues,Vomiting,Coughing,Progressive weakness,Lying down,Incoordination,9
Dog,Labrador Retriever,1.6,41.4,Chronic illness,Weight loss,gasping for air,cough ,extending its neck,gasping for breath,10
Dog,German Shepherd,7.5,26.1,No previous conditions,Foul Breath,Weight loss,Vomiting,Sneezing,Sneezing,6
Dog,Yorkshire Terrier,8.0,3.7,No previous conditions,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,7
Dog,Golden Retriever,9.3,39.2,Not vaccinated,Vomiting,Excessive food intake,Weakness,Fever,Vomiting,7
Dog,Mixed Breed,10.9,22.7,Allergies,Bloody in feather,Anorexia,Fever,Pain,Anorexia,0
Dog,Poodle,5.1,3.0,Recent surgery,Heavy infection,Diarrhea,Lethargy,Pain,Coughing,9
Dog,Mixed Breed,12.1,13.5,Skin conditions history,Swollen lymph nodes,Difficulty walking,Back Pain,Lethargy,Vaginal Discharge,9
Dog,Labrador Retriever,7.3,40.4,Previous heart condition,Pain,Lethargy,Fever,Tail Wagging,Vomiting,8
Dog,German Shepherd,8.1,28.4,Allergies,Fever,Anorexia,Vomiting,Weakness,Blood in stool,9
Dog,Yorkshire Terrier,1.6,3.7,Recent surgery,Fever,Thrist and urination,Difficulty breathing,Sneezing,Lethargy,10
Dog,German Shepherd,11.9,29.3,Not vaccinated,Pain,Most often none,Anorexia,Sneezing,Staggering,9
Dog,German Shepherd,4.5,29.3,Not vaccinated,Sneezing,Anorexia,Neck Paralysis,Vomiting,Weight loss,10
Dog,Mixed Breed,12.6,16.0,Dental issues,Diarrhea,Vomiting,Fever,Lethargy,Fever,8
Dog,Rottweiler,0.5,38.0,Chronic illness,Coughing,Pain,Fever,Greenish diarrhea,Coughing,8
Dog,Mixed Breed,2.9,22.9,Skin conditions history,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,9
Dog,Bulldog,1.8,29.0,Chronic illness,Legness,Paresis,Coughing,Weight loss,Shortness of breath,10
Dog,Yorkshire Terrier,11.7,5.9,No previous conditions,Diarrhea,Dry or dull hair,Diarrhea,Sneezing,Lethargy,5
Dog,Bulldog,6.8,17.6,Allergies,Diarrhea,Vomiting,Difficulty in Swallowing,Anorexia,Weakness,8
Dog,Yorkshire Terrier,7.5,4.4,Previous kidney disease,Lethargy,Vomiting,Exessive Urination,Sneezing,Decreased growth of bone,8
Dog,Rottweiler,9.7,30.1,Dental issues,Yellow in beak,Weakness,Sleeping Excessively,Tail_Bobbing,Heavy Breathing,0
Dog,Rottweiler,2.1,39.0,Skin conditions history,Vomiting,Diarrhea,Bloody discharge,Weight loss,Vomiting,9
Dog,Mixed Breed,0.9,9.8,Parasite history,Small intestines,Fever,Flock Moratality,Depression,Death,0
Dog,German Shepherd,9.8,32.8,Not vaccinated,Weakness,Pain,Sneezing,Diarrhea,Coughing,7
Dog,Mixed Breed,3.6,25.9,Previous heart condition,Anorexia,Anorexia,Weight loss,Coughing,Weight loss,8
Dog,Boxer,8.4,25.6,Vaccinated,Vomiting,Diarrhea,Lethargy,Weakness,Skin colour change,8
Dog,Bulldog,2.8,24.5,Vaccinated,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,9
Dog,Golden Retriever,12.6,31.8,Vaccinated,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,10
Dog,Poodle,14.1,7.5,Parasite history,Abdominal destention,Weakness,Weakness,Vomiting,Weakness,10
Dog,Mixed Breed,9.5,26.7,Vaccinated,Sneezing,Pain,Vomiting,Swollen Eyelids,Weakness,7
Dog,Boxer,2.2,15.0,Recent surgery,Weakness,Coughing,Diarrhea,Sneezing,Diarrhea,6
Dog,Mixed Breed,7.3,34.0,Skin conditions history,Lethargy,Distended chest,Pain,Difficulty in walking,Rapid Heart Rate,10
Dog,Golden Retriever,0.5,31.4,Recent surgery,Lethargy,Sneezing,Diarrhea,Vomiting,Lethargy,7
Dog,Boxer,3.0,15.0,Skin conditions history,Lethargy,Diarrhea,Pain,Pain,Coughing,6
Dog,Beagle,0.5,24.1,Allergies,slow growth,Anorexia,Weakness,Anorexia,Shaking oh head,6
Dog,Rottweiler,5.1,45.0,Recent surgery,Fatique,Weight loss,Poor coat condition,Fever,Infection of the skin,7
Dog,Beagle,10.9,22.2,No previous conditions,Sneezing,bleeding from wounds,weight loss,Weight loss,Weakness,8
Dog,German Shepherd,4.6,28.4,Previous kidney disease,Fever,Vomiting,Weight loss,Fever,Weight loss,8
Dog,Boxer,7.3,19.3,Chronic illness,Muscular Spasms,Weight loss,Weakness,Lethargy,Despression,8
Dog,German Shepherd,5.9,34.7,Recent surgery,Fever,Diarrhea,Vomiting,Weight loss,Dehydration,8
Dog,Bulldog,9.5,19.3,Skin conditions history,Fever,Diarrhea,Depression,Scratches,Weight Loss,7
Dog,Rottweiler,14.0,25.0,Dental issues,Fever,Diarrhea,Lethargy,Coughing,Poor immune function,8
Dog,Boxer,12.4,23.7,Recent surgery,Fever,Inflammed eye,Coughing,Depression,Limping,7
Dog,German Shepherd,10.0,25.5,Recent surgery,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling,10
Dog,Labrador Retriever,4.5,41.7,Parasite history,coughing ,Diarrhea,Pain,Sneezing,Mammary glads,5
Dog,Labrador Retriever,12.9,25.5,Skin conditions history,Vomiting,Weakness,Pain,Sneezing,Fever,8
Dog,Boxer,1.0,22.1,No previous conditions,Fever,Nasal Discharge,Salivation,Relunctance to move,Depression,8
Dog,Boxer,6.2,24.0,Chronic illness,Blood on faces,Appetite,Severe,Milk reduce,Diarrhea,0
Dog,Poodle,12.6,3.0,Vaccinated,Diarrhea,Weakness,Weakness,Anorexia,Weight loss,7
Dog,Poodle,11.8,7.4,Previous heart condition,Conjunctive,Discharge,Severe kerititis,Loss of eye,Iris prolapse,8
Dog,Rottweiler,11.0,44.1,Allergies,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,9
Dog,Rottweiler,6.2,26.3,No previous conditions,Weakness,Sneezing,Gas or bloating,Anorexia,Diarrhea,7
Dog,Yorkshire Terrier,11.0,3.4,Parasite history,Sneezing,Lethargy,Fever,Vomiting,Lethargy,7
Dog,Poodle,7.7,3.4,Parasite history,Red skin,Loss of appetite,Moist,Lameness,Pains,7
Dog,Rottweiler,5.2,40.5,Recent surgery,Poor coat condition,Weight loss,Fatique,Infection of the skin,Fever,7
Dog,Labrador Retriever,2.6,36.2,Skin conditions history,Swelling of neck,Weight loss,Pain,Oedema,Swelling of face or leg,9
Dog,Mixed Breed,2.3,5.2,Dental issues,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,10
Dog,Bulldog,3.6,22.6,Chronic illness,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,10
Dog,Golden Retriever,2.7,36.0,Previous kidney disease,Coughing,Coughing,Lethargy,Weakness,Pain,7
Dog,German Shepherd,5.8,36.9,Chronic illness,Abortion,Mummification,Stillbirth,Weak kids,Pain,0
Dog,Boxer,13.7,27.3,No previous conditions,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,10
Dog,Poodle,2.8,5.8,Parasite history,Pain,Anorexia,Diarrhea,Anorexia,Lethargy,7
Dog,Mixed Breed,10.2,10.3,Allergies,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge,9
Dog,Rottweiler,8.4,26.1,Dental issues,Tail_Bobbing,Weakness,Heavy Breathing,Sleeping Excessively,Yellow in beak,0
Dog,Boxer,12.0,21.6,No previous conditions,Vomiting,Vomiting,Watery Stool,Sneezing,Coughing,6
Dog,Golden Retriever,1.0,27.0,Previous heart condition,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,10
Dog,Yorkshire Terrier,15.0,3.4,Dental issues,Lack of flying,Sneezing,Vomiting,Weakness,Pain,0
Dog,Rottweiler,15.0,35.1,No previous conditions,Sneezing,Coughing,Diarrhea,Sneezing,Coughing,4
Dog,Yorkshire Terrier,7.3,8.7,Allergies,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse,10
Dog,Poodle,4.5,7.5,Not vaccinated,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,10
Dog,Labrador Retriever,2.7,34.2,Skin conditions history,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,9
Dog,Beagle,9.3,19.5,Parasite history,Vomiting,Vomiting,Sneezing,Diarrhea,weak calves,7
Dog,Rottweiler,15.0,38.6,Skin conditions history,Coughing,Vomiting,Anorexia,Pain,Vomiting,8
Dog,Labrador Retriever,11.9,32.7,Recent surgery,Pain,Anorexia,Pain,Fever,Sneezing,8
Dog,Bulldog,12.0,21.8,Previous kidney disease,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,7
Dog,Boxer,11.8,15.5,Vaccinated,Coughing,Anorexia,Coughing,Lethargy,Weight loss,8
Dog,Rottweiler,7.7,26.2,Not vaccinated,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,10
Dog,Beagle,13.5,22.9,Recent surgery,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,9
Dog,Bulldog,3.1,18.8,Chronic illness,Fever,Loss of  appetite,Lession on the skin,Lethargy,Joint Pain,7
Dog,German Shepherd,8.0,42.0,Parasite history,Fever,Diarrhea,Abdominal discomfort,Bloody droping,Lethargy,8
Dog,Yorkshire Terrier,2.2,6.9,Previous kidney disease,Pain,Pain,Anorexia,Pain,Anorexia,8
Dog,Yorkshire Terrier,12.0,8.0,No previous conditions,Vomiting,Pain,Weight loss,Sneezing,Sneezing,8
Dog,Yorkshire Terrier,2.9,9.5,Skin conditions history,Pains,Death,Fetopelvic dispropotion,Malpresentation,Uteria inertia,0
Dog,Mixed Breed,8.4,25.2,Vaccinated,Vomiting,Diarrhea,Diarrhea,Lethargy,Vomiting,7
Dog,Yorkshire Terrier,9.3,8.5,Skin conditions history,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,6
Dog,Beagle,9.0,15.0,Recent surgery,Pain,Sneezing,Weakness,Coughing,Sneezing,7
Dog,Labrador Retriever,5.4,38.7,Previous kidney disease,Lack of pigmentation,Pain on face,Vomiting,Greenish-yellow nasal discharge,Lethargy,8
Dog,Boxer,3.2,15.9,Dental issues,Weight loss,Coughing,Swelling of internal organs,Diarrhea,Diarrhea,9
Dog,Beagle,14.1,24.3,Allergies,Lethargy,Vomiting,Diarrhea,Fever,Pain,8
Dog,Beagle,10.5,15.2,Recent surgery,Diarrhea,Weight loss,Enteritis,Fever,Stomach  cramps,8
Dog,German Shepherd,12.8,43.9,Previous kidney disease,Restlessness,Weakness,Blue straws,Death,Pain,0
Dog,Beagle,3.4,30.0,Skin conditions history,Mild sneezing,Scratching,Pain,Diarrhea,Diarrhea,6
Dog,Rottweiler,12.6,32.0,Recent surgery,Pain,Fever,Pain,Difficulty in feeding,Diarrhea,8
Dog,Golden Retriever,7.4,34.8,No previous conditions,Lethargy,Sneezing,Anorexia,Vomiting,Sneezing,7
Dog,Rottweiler,1.6,38.5,Recent surgery,Pain,Stillbirth,Mummification,Weak kids,Abortion,9
Dog,Poodle,12.3,3.0,No previous conditions,Pharyngitis,Lethargy,Coughing,Diffulty Swallowing,Anorexia,8
Dog,Bulldog,8.4,17.5,Not vaccinated,Coughing,Lethargy,Fever,Difficulty breathing,Sneezing,10
Dog,Yorkshire Terrier,5.0,7.0,Skin conditions history,Lethargy,difficulty diagnosis,Coughing,Lethargy,Lethargy,7
Dog,Rottweiler,7.4,30.3,Chronic illness,Pain,Weakness,Vomiting,Vomiting,Lethargy,8
Dog,German Shepherd,12.6,31.9,Vaccinated,Coughing,Weight loss,Easily damage shell,Diarrhea,Paresis,9
Dog,Bulldog,9.2,21.1,Parasite history,Very cold skin,Weight loss,Coughing,Weight loss,Diarrhea,9
Dog,German Shepherd,12.8,33.0,Previous kidney disease,Pain,Diarrhea,Anorexia,Vomiting,Nesting behaviour,8
Dog,Bulldog,13.8,20.0,Allergies,Muscus,Sneezing,Anorexia,Fever,Vomiting,7
Dog,Rottweiler,1.5,41.3,Not vaccinated,Sneezing,Hematuria,Fever,Anorexia,Weight loss,8
Dog,Boxer,9.6,26.0,Previous heart condition,Fever,Diarrhea,Weightloss,Coughing,Vomiting,8
Dog,Yorkshire Terrier,8.3,10.0,No previous conditions,Dandruff in cat coat,Bloody droping,Vomiting,Weight loss,Fever,8
Dog,Yorkshire Terrier,8.5,4.0,Parasite history,Pain,high body temperaure,Pain,abscessess,Diarrhea,9
